Area;Item;Year;Value
Honduras;On-farm Electricity Use;2020;242.9662
Honduras;Food Packaging;2000;0.0286
Honduras;Food Packaging;2020;0.0286
Honduras;Food Retail;2000;155.9187
Honduras;Food Retail;2020;670.5612
Honduras;Food Household Consumption;2000;179.9418
Honduras;Food Household Consumption;2020;488.3842
Honduras;Food Transport;2000;255.1686
Honduras;Food Transport;2020;470.0093
Honduras;Energy;2000;4983.23
Honduras;Energy;2020;9734.01
Honduras;IPPU;2000;560.0209
Honduras;IPPU;2020;817.0284
Honduras;Waste;2000;2179.775
Honduras;Waste;2020;4160.755
Honduras;Other;2000;105.205
Honduras;Other;2020;252.28
Hungary;Crop Residues;2000;539.8856
Hungary;Crop Residues;2020;779.6742
Hungary;Rice Cultivation;2000;25.2605
Hungary;Rice Cultivation;2020;23.4416
Hungary;Burning - Crop residues;2000;151.0398
Hungary;Burning - Crop residues;2020;127.79
Hungary;Enteric Fermentation;2000;2319.5228
Hungary;Enteric Fermentation;2020;2150.9976
Hungary;Manure Management;2000;1194.9298
Hungary;Manure Management;2020;860.6249
Hungary;Manure left on Pasture;2000;197.3986
Hungary;Manure left on Pasture;2020;185.2817
Hungary;Manure applied to Soils;2000;567.0814
Hungary;Manure applied to Soils;2020;476.6324
Hungary;Synthetic Fertilizers;2000;1765.6571
Hungary;Synthetic Fertilizers;2020;2455.1573
Hungary;Drained organic soils;2000;6750.707
Hungary;Drained organic soils;2020;6567.3691
Hungary;Drained organic soils (CO2);2000;5714.3896
Hungary;Drained organic soils (CO2);2020;5559.7152
Hungary;Drained organic soils (N2O);2000;1036.3174
Hungary;Drained organic soils (N2O);2020;1007.654
Hungary;On-farm energy use;2000;1686.4851
Hungary;On-farm energy use;2020;1723.8716
Hungary;Forestland;2000;-4186.2381
Hungary;Forestland;2020;-4125.1814
Hungary;Net Forest conversion;2000;0
Hungary;Net Forest conversion;2020;363.1129
Hungary;Savanna fires;2000;0.0369
Hungary;Savanna fires;2020;0.0318
Hungary;Fires in organic soils;2000;0
Hungary;Fires in organic soils;2020;0
Hungary;Forest fires;2000;0.9299
Hungary;Forest fires;2020;0
Hungary;Fires in humid tropical forests;2000;0
Hungary;Fires in humid tropical forests;2020;0
Hungary;Agrifood Systems Waste Disposal;2000;1559.9617
Hungary;Agrifood Systems Waste Disposal;2020;2874.0079
Hungary;Fertilizers Manufacturing;2000;920.8891
Hungary;Fertilizers Manufacturing;2020;1705.5939
Hungary;Pesticides Manufacturing;2000;31
Hungary;Pesticides Manufacturing;2020;180
Hungary;On-farm Heat Use;2000;0
Hungary;On-farm Heat Use;2020;1
Hungary;On-farm Electricity Use;2000;452.7672
Hungary;On-farm Electricity Use;2020;235.1838
Hungary;Food Processing;2000;1537.782
Hungary;Food Processing;2020;1991.7329
Hungary;Food Packaging;2000;444.5327
Hungary;Food Packaging;2020;229.5502
Hungary;Food Retail;2000;1170.8372
Hungary;Food Retail;2020;1265.0712
Hungary;Food Household Consumption;2000;1871.5097
Hungary;Food Household Consumption;2020;1247.5461
Hungary;Food Transport;2000;709.0091
Hungary;Food Transport;2020;1098.8327
Hungary;Energy;2000;57748.9
Hungary;Energy;2020;48703.95
Hungary;IPPU;2000;6670.5847
Hungary;IPPU;2020;10072.2974
Hungary;Waste;2000;5330.99
Hungary;Waste;2020;2676.83
Hungary;Other;2000;210.94
Hungary;Other;2020;138.595
Iceland;Crop Residues;2000;0.1245
Iceland;Crop Residues;2020;0.5176
Iceland;Enteric Fermentation;2000;304.1321
Iceland;Enteric Fermentation;2020;292.578
Iceland;Manure Management;2000;54.0611
Iceland;Manure Management;2020;50.8978
Iceland;Manure left on Pasture;2000;64.4469
Iceland;Manure left on Pasture;2020;57.6805
Iceland;Manure applied to Soils;2000;24.5377
Iceland;Manure applied to Soils;2020;23.9998
Iceland;Synthetic Fertilizers;2000;71.7298
Iceland;Synthetic Fertilizers;2020;62.9457
Iceland;Drained organic soils;2000;869.224
Iceland;Drained organic soils;2020;874.1214
Iceland;Drained organic soils (CO2);2000;730.8791
Iceland;Drained organic soils (CO2);2020;734.997
Iceland;Drained organic soils (N2O);2000;138.345
Iceland;Drained organic soils (N2O);2020;139.1244
Iceland;On-farm energy use;2000;813.588
Iceland;On-farm energy use;2020;597.0829
Iceland;Forestland;2000;-20.1724
Iceland;Forestland;2020;-118.654
Iceland;Net Forest conversion;2000;0
Iceland;Net Forest conversion;2020;0
Iceland;Savanna fires;2000;0.0446
Iceland;Savanna fires;2020;0
Iceland;Fires in organic soils;2000;0
Iceland;Fires in organic soils;2020;0
Iceland;Forest fires;2000;0
Iceland;Forest fires;2020;0
Iceland;Fires in humid tropical forests;2000;0
Iceland;Fires in humid tropical forests;2020;0
Iceland;Agrifood Systems Waste Disposal;2000;195.3638
Iceland;Agrifood Systems Waste Disposal;2020;165.5072
Iceland;Pesticides Manufacturing;2000;0
Iceland;Pesticides Manufacturing;2020;0
Iceland;On-farm Heat Use;2000;0
Iceland;On-farm Heat Use;2020;0
Iceland;On-farm Electricity Use;2000;0.4414
Iceland;On-farm Electricity Use;2020;0.4112
Iceland;Food Processing;2000;161.6001
Iceland;Food Processing;2020;41.4644
Iceland;Food Packaging;2000;15.4082
Iceland;Food Packaging;2020;22.0836
Iceland;Food Retail;2000;3.1345
Iceland;Food Retail;2020;19.8014
Iceland;Food Household Consumption;2000;0.8493
Iceland;Food Household Consumption;2020;0.8383
Iceland;Food Transport;2000;98.5333
Iceland;Food Transport;2020;210.477
Iceland;Energy;2000;2264.3095
Iceland;Energy;2020;1379.0655
Iceland;IPPU;2000;864.1436
Iceland;IPPU;2020;2070.0802
Iceland;Waste;2000;264.703
Iceland;Waste;2020;269.6165
Iceland;Other;2000;9.5665
Iceland;Other;2020;5.883
India;Crop Residues;2000;17810.2655
India;Crop Residues;2020;23522.8756
India;Rice Cultivation;2000;132154.3642
India;Rice Cultivation;2020;133005.6
India;Burning - Crop residues;2000;4231.1109
India;Burning - Crop residues;2020;4733.0486
India;Enteric Fermentation;2000;345771.076
India;Enteric Fermentation;2020;392127.8295
India;Manure Management;2000;32965.5862
India;Manure Management;2020;36984.5082
India;Manure left on Pasture;2000;49296.0326
India;Manure left on Pasture;2020;58751.7449
India;Manure applied to Soils;2000;11498.0864
India;Manure applied to Soils;2020;13530.3237
India;Synthetic Fertilizers;2000;60254.1535
India;Synthetic Fertilizers;2020;112582.7136
India;Drained organic soils;2000;5197.8742
India;Drained organic soils;2020;5106.5182
India;Drained organic soils (CO2);2000;4989.3234
India;Drained organic soils (CO2);2020;4902.237
India;Drained organic soils (N2O);2000;208.5508
India;Drained organic soils (N2O);2020;204.2811
India;On-farm energy use;2000;30604.2978
India;On-farm energy use;2020;2979.9994
India;Forestland;2000;-227396.9133
India;Forestland;2020;-40537.2
India;Net Forest conversion;2000;0
India;Net Forest conversion;2020;0
India;Savanna fires;2000;188.2463
India;Savanna fires;2020;194.5101
India;Fires in organic soils;2000;0
India;Fires in organic soils;2020;0
India;Forest fires;2000;1845.6861
India;Forest fires;2020;1762.6228
India;Fires in humid tropical forests;2000;766.5056
India;Fires in humid tropical forests;2020;506.4604
India;Agrifood Systems Waste Disposal;2000;133926.0019
India;Agrifood Systems Waste Disposal;2020;156298.6848
India;Fertilizers Manufacturing;2000;13027.7252
India;Fertilizers Manufacturing;2020;26784.325
India;Pesticides Manufacturing;2000;1831
India;Pesticides Manufacturing;2020;1872
India;On-farm Electricity Use;2000;69672.9132
India;On-farm Electricity Use;2020;165676.299
India;Food Processing;2000;2214.8167
India;Food Processing;2020;14768.9835
India;Food Packaging;2000;4327.3069
India;Food Packaging;2020;8327.068
India;Food Retail;2000;5391.4154
India;Food Retail;2020;49469.9424
India;Food Household Consumption;2000;20462.1208
India;Food Household Consumption;2020;83055.7397
India;Food Transport;2000;10753.3363
India;Food Transport;2020;12139.414
India;Energy;2000;1102585
India;Energy;2020;2450467.5
India;IPPU;2000;92290.5677
India;IPPU;2020;221469.6454
India;Waste;2000;148632
India;Waste;2020;215426
India;Other;2000;24231.5
India;Other;2020;33639
Indonesia;Crop Residues;2000;3770.8638
Indonesia;Crop Residues;2020;4252.113
Indonesia;Rice Cultivation;2000;69814.3713
Indonesia;Rice Cultivation;2020;63090.8975
Indonesia;Burning - Crop residues;2000;962.592
Indonesia;Burning - Crop residues;2020;949.9895
Indonesia;Enteric Fermentation;2000;21555.7465
Indonesia;Enteric Fermentation;2020;30749.3839
Indonesia;Manure Management;2000;5139.2347
Indonesia;Manure Management;2020;9861.2075
Indonesia;Manure left on Pasture;2000;5994.7694
Indonesia;Manure left on Pasture;2020;12772.8455
Indonesia;Manure applied to Soils;2000;2394.4358
Indonesia;Manure applied to Soils;2020;6298.5146
Indonesia;Synthetic Fertilizers;2000;10838.9278
Indonesia;Synthetic Fertilizers;2020;19538.0446
Indonesia;Drained organic soils;2000;201052.0025
Indonesia;Drained organic soils;2020;251117.1169
Indonesia;Drained organic soils (CO2);2000;192946.1745
Indonesia;Drained organic soils (CO2);2020;241025.0696
Indonesia;Drained organic soils (N2O);2000;8105.828
Indonesia;Drained organic soils (N2O);2020;10092.0473
Indonesia;On-farm energy use;2000;9212.2193
Indonesia;On-farm energy use;2020;1792.0351
Indonesia;Forestland;2000;-487800.4147
Indonesia;Forestland;2020;0
Indonesia;Net Forest conversion;2000;724602.1998
Indonesia;Net Forest conversion;2020;221405.954
Indonesia;Savanna fires;2000;79.2354
Indonesia;Savanna fires;2020;89.1139
Indonesia;Fires in organic soils;2000;32050.7371
Indonesia;Fires in organic soils;2020;37796.1703
Indonesia;Forest fires;2000;1267.8405
Indonesia;Forest fires;2020;153.0639
Indonesia;Fires in humid tropical forests;2000;1197.9114
Indonesia;Fires in humid tropical forests;2020;141.1646
Indonesia;Agrifood Systems Waste Disposal;2000;69156.319
Indonesia;Agrifood Systems Waste Disposal;2020;76723.5354
Indonesia;Fertilizers Manufacturing;2000;3362.2646
Indonesia;Fertilizers Manufacturing;2020;9405.8465
Indonesia;Pesticides Manufacturing;2000;268
Indonesia;Pesticides Manufacturing;2020;52
Indonesia;On-farm Electricity Use;2000;14.6564
Indonesia;On-farm Electricity Use;2020;455.1839
Indonesia;Food Processing;2000;2125.2513
Indonesia;Food Processing;2020;2205.8339
Indonesia;Food Packaging;2000;924.4417
Indonesia;Food Packaging;2020;5511.8264
Indonesia;Food Retail;2000;896.2579
Indonesia;Food Retail;2020;7791.4578
Indonesia;Food Household Consumption;2000;10615.3404
Indonesia;Food Household Consumption;2020;48823.2252
Indonesia;Food Transport;2000;6971.7159
Indonesia;Food Transport;2020;5939.6335
Indonesia;Energy;2000;351629.5
Indonesia;Energy;2020;762805.5
Indonesia;IPPU;2000;29641.0736
Indonesia;IPPU;2020;50718.5138
Indonesia;Waste;2000;49031.7
Indonesia;Waste;2020;78996
Indonesia;Other;2000;2676.5
Indonesia;Other;2020;4399
Iran (Islamic Republic of);Crop Residues;2000;938.3129
Iran (Islamic Republic of);Crop Residues;2020;1532.4933
Iran (Islamic Republic of);Rice Cultivation;2000;3288.4867
Iran (Islamic Republic of);Rice Cultivation;2020;2601.748
Iran (Islamic Republic of);Burning - Crop residues;2000;238.423
Iran (Islamic Republic of);Burning - Crop residues;2020;332.5371
Iran (Islamic Republic of);Enteric Fermentation;2000;21261.772
Iran (Islamic Republic of);Enteric Fermentation;2020;15664.7446
Iran (Islamic Republic of);Manure Management;2000;1751.6489
Iran (Islamic Republic of);Manure Management;2020;2083.719
Iran (Islamic Republic of);Manure left on Pasture;2000;7234.505
Iran (Islamic Republic of);Manure left on Pasture;2020;6888.903
Iran (Islamic Republic of);Manure applied to Soils;2000;1377.0132
Iran (Islamic Republic of);Manure applied to Soils;2020;2037.1423
Iran (Islamic Republic of);Synthetic Fertilizers;2000;4759.395
Iran (Islamic Republic of);Synthetic Fertilizers;2020;4983.4839
Iran (Islamic Republic of);Drained organic soils;2000;0
Iran (Islamic Republic of);Drained organic soils;2020;0
Iran (Islamic Republic of);Drained organic soils (CO2);2000;0
Iran (Islamic Republic of);Drained organic soils (CO2);2020;0
Iran (Islamic Republic of);Drained organic soils (N2O);2000;0
Iran (Islamic Republic of);Drained organic soils (N2O);2020;0
Iran (Islamic Republic of);On-farm energy use;2000;12860.9568
Iran (Islamic Republic of);On-farm energy use;2020;14052.5612
Iran (Islamic Republic of);Forestland;2000;-20414.6859
Iran (Islamic Republic of);Forestland;2020;55.6754
Iran (Islamic Republic of);Net Forest conversion;2000;0
Iran (Islamic Republic of);Net Forest conversion;2020;0
Iran (Islamic Republic of);Savanna fires;2000;46.6499
Iran (Islamic Republic of);Savanna fires;2020;169.2554
Iran (Islamic Republic of);Fires in organic soils;2000;0
Iran (Islamic Republic of);Fires in organic soils;2020;0
Iran (Islamic Republic of);Forest fires;2000;10.2692
Iran (Islamic Republic of);Forest fires;2020;2.3396
Iran (Islamic Republic of);Fires in humid tropical forests;2000;0
Iran (Islamic Republic of);Fires in humid tropical forests;2020;0
Iran (Islamic Republic of);Agrifood Systems Waste Disposal;2000;12993.3211
Iran (Islamic Republic of);Agrifood Systems Waste Disposal;2020;16956.8298
Iran (Islamic Republic of);Fertilizers Manufacturing;2000;1185.4004
Iran (Islamic Republic of);Fertilizers Manufacturing;2020;3782.0546
Iran (Islamic Republic of);Pesticides Manufacturing;2000;157
Iran (Islamic Republic of);Pesticides Manufacturing;2020;90
Iran (Islamic Republic of);On-farm Electricity Use;2000;5302.78
Iran (Islamic Republic of);On-farm Electricity Use;2020;19380.8993
Iran (Islamic Republic of);Food Packaging;2000;60.3971
Iran (Islamic Republic of);Food Packaging;2020;184.1296
Iran (Islamic Republic of);Food Retail;2000;3307.7823
Iran (Islamic Republic of);Food Retail;2020;6432.1367
Iran (Islamic Republic of);Food Household Consumption;2000;10021.3731
Iran (Islamic Republic of);Food Household Consumption;2020;20520.0534
Iran (Islamic Republic of);Food Transport;2000;8205.0235
Iran (Islamic Republic of);Food Transport;2020;14919.873
Iran (Islamic Republic of);Energy;2000;463839.35
Iran (Islamic Republic of);Energy;2020;913857.55
Iran (Islamic Republic of);IPPU;2000;19967.0692
Iran (Islamic Republic of);IPPU;2020;57837.9038
Iran (Islamic Republic of);Waste;2000;13979.65
Iran (Islamic Republic of);Waste;2020;23229.65
Iran (Islamic Republic of);Other;2000;1592.65
Iran (Islamic Republic of);Other;2020;3339
Iraq;Crop Residues;2000;123.0879
Iraq;Crop Residues;2020;595.2978
Iraq;Rice Cultivation;2000;784
Iraq;Rice Cultivation;2020;797.4534
Iraq;Burning - Crop residues;2000;57.5257
Iraq;Burning - Crop residues;2020;95.5311
Iraq;Enteric Fermentation;2000;2839.62
Iraq;Enteric Fermentation;2020;3679.8604
Iraq;Manure Management;2000;144.6763
Iraq;Manure Management;2020;233.066
Iraq;Manure left on Pasture;2000;1436.8846
Iraq;Manure left on Pasture;2020;1903.0141
Iraq;Manure applied to Soils;2000;45.6857
Iraq;Manure applied to Soils;2020;101.9105
Iraq;Synthetic Fertilizers;2000;1382.1785
Iraq;Synthetic Fertilizers;2020;954.6337
Iraq;Drained organic soils;2000;0
Iraq;Drained organic soils;2020;0
Iraq;Drained organic soils (CO2);2000;0
Iraq;Drained organic soils (CO2);2020;0
Iraq;Drained organic soils (N2O);2000;0
Iraq;Drained organic soils (N2O);2020;0
Iraq;Forestland;2000;-137.3753
Iraq;Forestland;2020;44.3274
Iraq;Net Forest conversion;2000;0
Iraq;Net Forest conversion;2020;451.7726
Iraq;Savanna fires;2000;38.1847
Iraq;Savanna fires;2020;315.3233
Iraq;Fires in organic soils;2000;0
Iraq;Fires in organic soils;2020;0
Iraq;Forest fires;2000;27.9784
Iraq;Forest fires;2020;0
Iraq;Fires in humid tropical forests;2000;0
Iraq;Fires in humid tropical forests;2020;0
Iraq;Agrifood Systems Waste Disposal;2000;8605.2455
Iraq;Agrifood Systems Waste Disposal;2020;11287.3583
Iraq;Fertilizers Manufacturing;2000;76.7287
Iraq;Fertilizers Manufacturing;2020;197.4776
Iraq;Pesticides Manufacturing;2000;21
Iraq;Pesticides Manufacturing;2020;10
Iraq;On-farm Electricity Use;2000;720.8285
Iraq;On-farm Electricity Use;2020;431.0417
Iraq;Food Processing;2000;0.2187
Iraq;Food Processing;2020;0.3963
Iraq;Food Packaging;2000;8.9088
Iraq;Food Packaging;2020;6.484
Iraq;Food Retail;2000;88.7641
Iraq;Food Retail;2020;208.2375
Iraq;Food Household Consumption;2000;2679.0697
Iraq;Food Household Consumption;2020;5389.3344
Iraq;Food Transport;2000;2579.0817
Iraq;Food Transport;2020;3220.309
Iraq;Energy;2000;132675.6
Iraq;Energy;2020;352628.3
Iraq;IPPU;2000;4111.3799
Iraq;IPPU;2020;7458.3917
Iraq;Waste;2000;8148.275
Iraq;Waste;2020;14840.55
Iraq;Other;2000;580.35
Iraq;Other;2020;1401.85
Ireland;Crop Residues;2000;131.4961
Ireland;Crop Residues;2020;112.2196
Ireland;Burning - Crop residues;2000;2.9375
Ireland;Burning - Crop residues;2020;1.7696
Ireland;Enteric Fermentation;2000;15012.3022
Ireland;Enteric Fermentation;2020;13847.4495
Ireland;Manure Management;2000;3096.5071
Ireland;Manure Management;2020;3086.3685
Ireland;Manure left on Pasture;2000;1812.0824
Ireland;Manure left on Pasture;2020;1458.9967
Ireland;Manure applied to Soils;2000;1509.0915
Ireland;Manure applied to Soils;2020;1444.1426
Ireland;Synthetic Fertilizers;2000;2032.768
Ireland;Synthetic Fertilizers;2020;2094.0639
Ireland;Drained organic soils;2000;13276.2676
Ireland;Drained organic soils;2020;12860.6289
Ireland;Drained organic soils (CO2);2000;11204.6076
Ireland;Drained organic soils (CO2);2020;10854.7163
Ireland;Drained organic soils (N2O);2000;2071.66
Ireland;Drained organic soils (N2O);2020;2005.9125
Ireland;On-farm energy use;2000;1066.5251
Ireland;On-farm energy use;2020;680.9909
Ireland;Forestland;2000;-3578.095
Ireland;Forestland;2020;-3889.1933
Ireland;Net Forest conversion;2000;0
Ireland;Net Forest conversion;2020;0
Ireland;Savanna fires;2000;1.5119
Ireland;Savanna fires;2020;0.2932
Ireland;Fires in organic soils;2000;0
Ireland;Fires in organic soils;2020;0
Ireland;Forest fires;2000;1.2583
Ireland;Forest fires;2020;0.9129
Ireland;Fires in humid tropical forests;2000;0
Ireland;Fires in humid tropical forests;2020;0
Ireland;Agrifood Systems Waste Disposal;2000;682.0197
Ireland;Agrifood Systems Waste Disposal;2020;913.3418
Ireland;Pesticides Manufacturing;2000;6
Ireland;Pesticides Manufacturing;2020;73
Ireland;On-farm Electricity Use;2000;371.8124
Ireland;On-farm Electricity Use;2020;160.7313
Ireland;Food Processing;2000;2327.8835
Ireland;Food Processing;2020;1428.1792
Ireland;Food Packaging;2000;274.9614
Ireland;Food Packaging;2020;199.6721
Ireland;Food Retail;2000;685.7332
Ireland;Food Retail;2020;924.5406
Ireland;Food Household Consumption;2000;664.0866
Ireland;Food Household Consumption;2020;501.4198
Ireland;Food Transport;2000;850.3319
Ireland;Food Transport;2020;1011.1988
Ireland;Energy;2000;42470.8
Ireland;Energy;2020;32128.955
Ireland;IPPU;2000;5119.9925
Ireland;IPPU;2020;3947.8106
Ireland;Waste;2000;2414.74
Ireland;Waste;2020;1099.405
Ireland;Other;2000;170.13
Ireland;Other;2020;57.77
Isle of Man;Drained organic soils;2000;24.2984
Isle of Man;Drained organic soils;2020;24.3013
Isle of Man;Drained organic soils (CO2);2000;20.433
Isle of Man;Drained organic soils (CO2);2020;20.4361
Isle of Man;Drained organic soils (N2O);2000;3.8654
Isle of Man;Drained organic soils (N2O);2020;3.8653
Isle of Man;On-farm energy use;2020;0.8397
Isle of Man;Savanna fires;2000;0.0021
Isle of Man;Savanna fires;2020;0
Isle of Man;Fires in organic soils;2000;0
Isle of Man;Fires in organic soils;2020;0
Isle of Man;Forest fires;2000;0.0224
Isle of Man;Forest fires;2020;0
Isle of Man;Fires in humid tropical forests;2000;0
Isle of Man;Fires in humid tropical forests;2020;0
Isle of Man;Agrifood Systems Waste Disposal;2000;7.5573
Isle of Man;Agrifood Systems Waste Disposal;2020;8.1553
Isle of Man;Food Retail;2000;1.9601
Isle of Man;Food Retail;2020;3.7044
Isle of Man;Food Household Consumption;2000;2.9169
Isle of Man;Food Household Consumption;2020;6.9181
Isle of Man;Food Transport;2000;1.2162
Isle of Man;Food Transport;2020;3.5301
Israel;Crop Residues;2000;13.8241
Israel;Crop Residues;2020;17.5752
Israel;Burning - Crop residues;2000;2.9422
Israel;Burning - Crop residues;2020;2.2694
Israel;Enteric Fermentation;2000;471.8784
Israel;Enteric Fermentation;2020;639.3036
Israel;Manure Management;2000;76.2078
Israel;Manure Management;2020;106.1765
Israel;Manure left on Pasture;2000;377.9432
Israel;Manure left on Pasture;2020;503.9682
Israel;Manure applied to Soils;2000;51.5118
Israel;Manure applied to Soils;2020;66.9098
Israel;Synthetic Fertilizers;2000;270.3662
Israel;Synthetic Fertilizers;2020;250.5026
Israel;Drained organic soils;2000;0
Israel;Drained organic soils;2020;0
Israel;Drained organic soils (CO2);2000;0
Israel;Drained organic soils (CO2);2020;0
Israel;Drained organic soils (N2O);2000;0
Israel;Drained organic soils (N2O);2020;0
Israel;On-farm energy use;2000;1110.5271
Israel;On-farm energy use;2020;1011.8375
Israel;Forestland;2000;-25.8793
Israel;Forestland;2020;0
Israel;Net Forest conversion;2000;1.6353
Israel;Net Forest conversion;2020;81.7667
Israel;Savanna fires;2000;0.502
Israel;Savanna fires;2020;0.4152
Israel;Fires in organic soils;2000;0
Israel;Fires in organic soils;2020;0
Israel;Forest fires;2000;0
Israel;Forest fires;2020;0
Israel;Fires in humid tropical forests;2000;0
Israel;Fires in humid tropical forests;2020;0
Israel;Agrifood Systems Waste Disposal;2000;1296.4358
Israel;Agrifood Systems Waste Disposal;2020;2517.4885
Israel;Fertilizers Manufacturing;2000;65.6881
Israel;Fertilizers Manufacturing;2020;160.433
Israel;Pesticides Manufacturing;2000;549
Israel;Pesticides Manufacturing;2020;133
Israel;On-farm Electricity Use;2000;1274.0775
Israel;On-farm Electricity Use;2020;1804.017
Israel;Food Processing;2000;870.2512
Israel;Food Processing;2020;837.3642
Israel;Food Packaging;2000;180.0882
Israel;Food Packaging;2020;84.2955
Israel;Food Retail;2000;1816.0191
Israel;Food Retail;2020;6072.4448
Israel;Food Household Consumption;2000;1551.6382
Israel;Food Household Consumption;2020;1399.0505
Israel;Food Transport;2000;1523.6518
Israel;Food Transport;2020;1859.2632
Israel;Energy;2000;59502.34
Israel;Energy;2020;66329.74
Israel;IPPU;2000;4835.0053
Israel;IPPU;2020;11033.3239
Israel;Waste;2000;5454.005
Israel;Waste;2020;7479.55
Israel;Other;2000;360.4
Israel;Other;2020;304.75
Italy;Crop Residues;2000;1153.2541
Italy;Crop Residues;2020;960.447
Italy;Rice Cultivation;2000;3109.551
Italy;Rice Cultivation;2020;3207.9398
Italy;Burning - Crop residues;2000;199.0639
Italy;Burning - Crop residues;2020;132.975
Italy;Enteric Fermentation;2000;18449.648
Italy;Enteric Fermentation;2020;16247.0926
Italy;Manure Management;2000;6413.5574
Italy;Manure Management;2020;6228.9247
Italy;Manure left on Pasture;2000;2352.2881
Italy;Manure left on Pasture;2020;1889.5577
Italy;Manure applied to Soils;2000;2586.335
Italy;Manure applied to Soils;2020;2564.2914
Italy;Synthetic Fertilizers;2000;4568.6379
Italy;Synthetic Fertilizers;2020;3170.0719
Italy;Drained organic soils;2000;833.5011
Italy;Drained organic soils;2020;820.7391
Italy;Drained organic soils (CO2);2000;703.9455
Italy;Drained organic soils (CO2);2020;693.1777
Italy;Drained organic soils (N2O);2000;129.5556
Italy;Drained organic soils (N2O);2020;127.5614
Italy;On-farm energy use;2000;9065.8943
Italy;On-farm energy use;2020;1226.5346
Italy;Forestland;2000;-35316.1233
Italy;Forestland;2020;-13613.93
Italy;Net Forest conversion;2000;0
Italy;Net Forest conversion;2020;0
Italy;Savanna fires;2000;7.7081
Italy;Savanna fires;2020;4.7179
Italy;Fires in organic soils;2000;0
Italy;Fires in organic soils;2020;0
Italy;Forest fires;2000;55.6571
Italy;Forest fires;2020;5.7203
Italy;Fires in humid tropical forests;2000;0
Italy;Fires in humid tropical forests;2020;0
Italy;Agrifood Systems Waste Disposal;2000;14491.9149
Italy;Agrifood Systems Waste Disposal;2020;7301.3788
Italy;Fertilizers Manufacturing;2000;1037.1096
Italy;Fertilizers Manufacturing;2020;1531.7305
Italy;Pesticides Manufacturing;2000;1445
Italy;Pesticides Manufacturing;2020;950
Italy;On-farm Heat Use;2020;7
Italy;On-farm Electricity Use;2000;2472.6464
Italy;On-farm Electricity Use;2020;914.7664
Italy;Food Processing;2000;55027.6952
Italy;Food Processing;2020;32993.8472
Italy;Food Packaging;2000;5868.6881
Italy;Food Packaging;2020;2608.8711
Italy;Food Retail;2000;6423.9012
Italy;Food Retail;2020;17086.7508
Italy;Food Household Consumption;2000;13360.199
Italy;Food Household Consumption;2020;10053.8415
Italy;Food Transport;2000;8882.9805
Italy;Food Transport;2020;6768.0101
Italy;Energy;2000;445610.55
Italy;Energy;2020;278207.15
Italy;IPPU;2000;44175.4075
Italy;IPPU;2020;41018.4412
Italy;Waste;2000;30244.2
Italy;Waste;2020;17788.6
Italy;Other;2000;1934.5
Italy;Other;2020;832.1
Jamaica;Crop Residues;2000;0.1893
Jamaica;Crop Residues;2020;0.3067
Jamaica;Rice Cultivation;2000;0.0408
Jamaica;Rice Cultivation;2020;0
Jamaica;Burning - Crop residues;2000;2.5562
Jamaica;Burning - Crop residues;2020;0.8682
Jamaica;Enteric Fermentation;2000;717.164
Jamaica;Enteric Fermentation;2020;351.0373
Jamaica;Manure Management;2000;47.6032
Jamaica;Manure Management;2020;47.5833
Jamaica;Manure left on Pasture;2000;219.1102
Jamaica;Manure left on Pasture;2020;141.3963
Jamaica;Manure applied to Soils;2000;36.7064
Jamaica;Manure applied to Soils;2020;38.1473
Jamaica;Synthetic Fertilizers;2000;54.625
Jamaica;Synthetic Fertilizers;2020;21.4558
Jamaica;Drained organic soils;2000;253.5215
Jamaica;Drained organic soils;2020;254.3035
Jamaica;Drained organic soils (CO2);2000;242.3227
Jamaica;Drained organic soils (CO2);2020;243.0946
Jamaica;Drained organic soils (N2O);2000;11.1989
Jamaica;Drained organic soils (N2O);2020;11.2089
Jamaica;On-farm energy use;2000;1625.6917
Jamaica;On-farm energy use;2020;1118.1116
Jamaica;Forestland;2000;154.051
Jamaica;Forestland;2020;-98.7709
Jamaica;Net Forest conversion;2000;19.7929
Jamaica;Net Forest conversion;2020;0
Jamaica;Savanna fires;2000;0.3095
Jamaica;Savanna fires;2020;0.2815
Jamaica;Fires in organic soils;2000;0
Jamaica;Fires in organic soils;2020;0
Jamaica;Forest fires;2000;7.6257
Jamaica;Forest fires;2020;0
Jamaica;Fires in humid tropical forests;2000;7.6257
Jamaica;Fires in humid tropical forests;2020;0
Jamaica;Agrifood Systems Waste Disposal;2000;1209.588
Jamaica;Agrifood Systems Waste Disposal;2020;1261.407
Jamaica;Pesticides Manufacturing;2000;20
Jamaica;Pesticides Manufacturing;2020;58
Jamaica;On-farm Electricity Use;2000;15.9657
Jamaica;On-farm Electricity Use;2020;19.2245
Jamaica;Food Processing;2000;3.2418
Jamaica;Food Processing;2020;122.9538
Jamaica;Food Packaging;2000;1.9838
Jamaica;Food Packaging;2020;80.4412
Jamaica;Food Retail;2000;78.9183
Jamaica;Food Retail;2020;247.2437
Jamaica;Food Household Consumption;2000;251.9457
Jamaica;Food Household Consumption;2020;254.8619
Jamaica;Food Transport;2000;222.0727
Jamaica;Food Transport;2020;276.7592
Jamaica;Energy;2000;10196.535
Jamaica;Energy;2020;7160.4625
Jamaica;IPPU;2000;320.54
